city,year,TMAX,TMIN,TAVG,TMAX_EXTREME,TMIN_EXTREME,PRCP_SUM
Miami,1993,29.123287671232877,21.28246575342466,25.202876712328766,36.1,6.7,1595.3
Miami,1994,29.19369863013699,22.023287671232875,25.608493150684932,35.6,10.0,2021.6
Miami,1995,28.89205479452055,21.320273972602738,25.106164383561644,36.1,3.9,2015.1
Miami,1996,28.65737704918033,20.78224043715847,24.719808743169402,34.4,2.8,1466.5
Miami,1997,28.971232876712328,21.474520547945204,25.222876712328766,34.4,2.8,1794.6
Miami,1998,29.140547945205476,21.835616438356166,25.48808219178082,36.7,9.4,1784.7
Miami,1999,28.776438356164384,20.898904109589044,24.837671232876716,35.6,6.7,1629.3
Miami,2000,28.7396174863388,20.996174863387978,24.86789617486339,35.0,5.6,1551.3
Miami,2001,28.686301369863013,21.138356164383563,24.912328767123288,34.4,3.9,1830.6
Miami,2002,29.116986301369867,21.5827397260274,25.34986301369863,35.0,5.6,1608.6
Miami,2003,29.04027397260274,21.32,25.18013698630137,33.9,2.2,1832.3
Miami,2004,28.706284153005466,21.06311475409836,24.884699453551914,35.0,7.8,1383.3
Miami,2005,28.678630136986303,20.94767123287671,24.813150684931507,35.0,6.1,1733.3
Miami,2006,28.946849315068494,21.236712328767123,25.09178082191781,35.6,6.7,1631.0
Miami,2007,29.307123287671235,21.67945205479452,25.493287671232878,36.1,5.6,1626.1
Miami,2008,29.212295081967216,21.583060109289615,25.397677595628416,35.6,3.9,1531.8
Miami,2009,29.476712328767125,21.566301369863012,25.521506849315067,36.7,3.3,1324.6
Miami,2010,28.313972602739728,20.342191780821917,24.328082191780823,35.6,1.7,1654.1
Miami,2011,29.614794520547946,21.794246575342466,25.704520547945208,36.1,6.7,1620.6
Miami,2012,28.890983606557377,21.46502732240437,25.178005464480876,34.4,6.1,2209.5
Miami,2013,29.136164383561646,21.866849315068492,25.50150684931507,34.4,7.2,1789.7
Miami,2014,29.218356164383565,21.384931506849316,25.30164383561644,35.0,7.8,1616.5
Miami,2015,29.789315068493153,22.646575342465752,26.217945205479452,35.6,5.6,1577.5
Minneapolis,1960,12.152185792349727,1.039617486338798,6.595901639344262,35.0,-28.3,545.8
Minneapolis,1961,12.487671232876712,1.1306849315068492,6.809178082191781,36.7,-29.4,654.6
Minneapolis,1962,11.221369863013699,0.4797260273972603,5.85054794520548,35.0,-35.6,732.7
Minneapolis,1963,12.856164383561644,1.0553424657534247,6.9557534246575345,37.2,-35.6,498.0
Minneapolis,1964,13.271584699453552,1.944808743169399,7.608196721311476,36.7,-27.2,660.3
